"episodes_episode_description","episodes_scenes_characters_married_to","episodes_scenes_characters_sex_type","episodes_episode_air_date","episodes_scenes_characters_title","episodes_scenes_characters_married_type","episodes_scenes_characters_name","episodes_season_num","episodes_scenes_characters_weapon_action","episodes_episode_num","episodes_scenes_alt_location","episodes_opening_sequence_locations","episodes_scenes_scene_start","episodes_scenes_characters_sex_with","episodes_scenes_sub_location","episodes_scenes_characters_married_when","episodes_scenes_characters_manner_of_death","episodes_scenes_characters_killed_by","episodes_episode_title","episodes_scenes_characters_weapon_name","episodes_scenes_characters_sex_when","episodes_scenes_location","episodes_episode_link","episodes_scenes_scene_end"
NULL,NULL,NULL,NULL,NULL,NULL,"Jaime Lannister",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Brienne of Tarth",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Podrick Payne",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Bronn",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Samwell Tarly",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Jon Snow",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Samwell Tarly",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Jon Snow",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Locke",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Alliser Thorne",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Jon Snow",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Janos Slynt",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Alliser Thorne",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Jon Snow",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Janos Slynt",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Eddison Tollett",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Grenn",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Olly",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Locke",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Pypar",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Karl Tanner",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Sissy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Rast",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Karl Tanner",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Sissy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Craster's Wife #2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Craster's Wife #3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Rast",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Morag",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Rast",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Rast",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Ghost",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Hodor",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Bran Stark",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Jojen Reed",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Meera Reed",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Summer",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Summer",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Ghost",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Hodor",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Bran Stark",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Jojen Reed",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Meera Reed",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Hodor",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Bran Stark",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Jojen Reed",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Meera Reed",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Hodor",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Bran Stark",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Jojen Reed",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Meera Reed",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Hodor",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Rast",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Bran Stark",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Jojen Reed",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Meera Reed",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Karl Tanner",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Sissy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Rast",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"White Walker",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"White Walker",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"The Night King",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Tommen is crowned King of the Seven Kingdoms. Cersei builds her case against Tyrion. Sansa and Lord Baelish arrive at the Eyrie. The Night's Watch attacks Craster's Keep.","Petyr Baelish","married","2014-05-04","Hand","scheme","Tywin Lannister",4,"has",5,NULL,"King's Landing","0:01:55","Petyr Baelish","King's Landing","future","Neck snap","Hodor","First of His Name","Needle","future","The Crownlands","/title/tt3060856/","0:02:54"
NULL,"Lysa Arryn","married",NULL,"King","scheme","Tommen Baratheon",NULL,"has",NULL,NULL,"Dragonstone","0:02:54","Lysa Arryn","King's Landing","future","Face stab","Bran Stark",NULL,"Oathkeeper","future","The Crownlands",NULL,"0:03:38"
NULL,NULL,NULL,NULL,"King",NULL,"High Septon",NULL,"has",NULL,NULL,"Dreadfort","0:03:38",NULL,"King's Landing",NULL,"Mauling","Jon Snow",NULL,"Needle",NULL,"The Crownlands",NULL,"0:04:20"
NULL,NULL,NULL,NULL,"Hand",NULL,"Jaime Lannister",NULL,"has",NULL,NULL,"Winterfell","0:04:20",NULL,"King's Landing",NULL,NULL,"Ghost",NULL,"Needle",NULL,"The Crownlands",NULL,"0:05:11"
NULL,NULL,NULL,NULL,"King",NULL,"Cersei Lannister",NULL,"has",NULL,NULL,"The Wall","0:05:11",NULL,"King's Landing",NULL,NULL,NULL,NULL,"Oathkeeper",NULL,"The Crownlands",NULL,"0:05:19"
NULL,NULL,NULL,NULL,"Hand",NULL,"Lord Varys",NULL,"has",NULL,NULL,"Meereen","0:05:19",NULL,"King's Landing",NULL,NULL,NULL,NULL,"Longclaw",NULL,"The Crownlands",NULL,"0:06:07"
NULL,NULL,NULL,NULL,"King",NULL,"Grand Maester Pycelle",NULL,"has",NULL,NULL,NULL,"0:06:07",NULL,"King's Landing",NULL,NULL,NULL,NULL,"Longclaw",NULL,"The Crownlands",NULL,"0:06:16"
NULL,NULL,NULL,NULL,"Hand",NULL,"Margaery Tyrell",NULL,"has",NULL,NULL,NULL,"0:06:16",NULL,"King's Landing",NULL,NULL,NULL,NULL,"Longclaw",NULL,"The Crownlands",NULL,"0:06:21"
NULL,NULL,NULL,NULL,"King",NULL,"Mace Tyrell",NULL,"has",NULL,NULL,NULL,"0:06:21",NULL,"King's Landing",NULL,NULL,NULL,NULL,"Longclaw",NULL,"The Crownlands",NULL,"0:06:34"
NULL,NULL,NULL,NULL,"Hand",NULL,"Mace Tyrell",NULL,"has",NULL,NULL,NULL,"0:06:34",NULL,"King's Landing",NULL,NULL,NULL,NULL,"Longclaw",NULL,"The Crownlands",NULL,"0:06:40"
NULL,NULL,NULL,NULL,"King",NULL,"Lord Varys",NULL,"has",NULL,NULL,NULL,"0:06:40",NULL,"The Eyrie",NULL,NULL,NULL,NULL,"Longclaw",NULL,"Meereen",NULL,"0:08:41"
NULL,NULL,NULL,NULL,"Khaleesi",NULL,"Grand Maester Pycelle",NULL,"has",NULL,NULL,NULL,"0:08:41",NULL,"The Eyrie",NULL,NULL,NULL,NULL,"Longclaw",NULL,"Meereen",NULL,"0:10:19"
NULL,NULL,NULL,NULL,"Khaleesi",NULL,"Tommen Baratheon",NULL,"has",NULL,NULL,NULL,"0:10:19",NULL,"The Eyrie",NULL,NULL,NULL,NULL,"Longclaw",NULL,"The Vale",NULL,"0:11:48"
NULL,NULL,NULL,NULL,"Hand",NULL,"Tywin Lannister",NULL,"has",NULL,NULL,NULL,"0:11:48",NULL,"The Eyrie",NULL,NULL,NULL,NULL,"Longclaw",NULL,"The Vale",NULL,"0:12:22"
NULL,NULL,NULL,NULL,NULL,NULL,"Margaery Tyrell",NULL,NULL,NULL,NULL,NULL,"0:12:22",NULL,"The Eyrie",NULL,NULL,NULL,NULL,NULL,NULL,"The Vale",NULL,"0:14:56"
NULL,NULL,NULL,NULL,NULL,NULL,"Cersei Lannister",NULL,NULL,NULL,NULL,NULL,"0:14:56",NULL,"King's Landing",NULL,NULL,NULL,NULL,NULL,NULL,"The Vale",NULL,"0:17:01"
NULL,NULL,NULL,NULL,NULL,NULL,"Margaery Tyrell",NULL,NULL,NULL,NULL,NULL,"0:17:01",NULL,"To The Eyrie",NULL,NULL,NULL,NULL,NULL,NULL,"The Vale",NULL,"0:17:23"
NULL,NULL,NULL,NULL,NULL,NULL,"Cersei Lannister",NULL,NULL,NULL,NULL,NULL,"0:17:23",NULL,"The Eyrie",NULL,NULL,NULL,NULL,NULL,NULL,"The Crownlands",NULL,"0:20:56"
NULL,NULL,NULL,NULL,NULL,NULL,"Tommen Baratheon",NULL,NULL,NULL,NULL,NULL,"0:20:56",NULL,"The Kingsroad",NULL,NULL,NULL,NULL,NULL,NULL,"The Riverlands",NULL,"0:22:36"
NULL,NULL,NULL,NULL,NULL,NULL,"Tywin Lannister",NULL,NULL,NULL,NULL,NULL,"0:22:36",NULL,"To The Eyrie",NULL,NULL,NULL,NULL,NULL,NULL,"The Vale",NULL,"0:25:51"
NULL,NULL,NULL,NULL,NULL,NULL,"Margaery Tyrell",NULL,NULL,NULL,NULL,NULL,"0:25:51",NULL,"To The Eyrie",NULL,NULL,NULL,NULL,NULL,NULL,"The Riverlands",NULL,"0:27:21"
NULL,NULL,NULL,NULL,NULL,NULL,"Cersei Lannister",NULL,NULL,NULL,NULL,NULL,"0:27:21",NULL,"To The Eyrie",NULL,NULL,NULL,NULL,NULL,NULL,"The Riverlands",NULL,"0:27:35"
NULL,NULL,NULL,NULL,NULL,NULL,"Margaery Tyrell",NULL,NULL,NULL,NULL,NULL,"0:27:35",NULL,"King's Landing",NULL,NULL,NULL,NULL,NULL,NULL,"The Riverlands",NULL,"0:28:08"
NULL,NULL,NULL,NULL,NULL,NULL,"Cersei Lannister",NULL,NULL,NULL,NULL,NULL,"0:28:08",NULL,"The Kingsroad",NULL,NULL,NULL,NULL,NULL,NULL,"The Riverlands",NULL,"0:29:55"
NULL,NULL,NULL,NULL,NULL,NULL,"Tommen Baratheon",NULL,NULL,NULL,NULL,NULL,"0:29:55",NULL,"Craster's Keep",NULL,NULL,NULL,NULL,NULL,NULL,"The Crownlands",NULL,"0:33:15"
NULL,NULL,NULL,NULL,NULL,NULL,"Tywin Lannister",NULL,NULL,NULL,NULL,NULL,"0:33:15",NULL,"Craster's Keep",NULL,NULL,NULL,NULL,NULL,NULL,"The Riverlands",NULL,"0:35:54"
NULL,NULL,NULL,NULL,NULL,NULL,"Jaime Lannister",NULL,NULL,NULL,NULL,NULL,"0:35:54",NULL,"Craster's Keep",NULL,NULL,NULL,NULL,NULL,NULL,"North of the Wall",NULL,"0:36:18"
NULL,NULL,NULL,NULL,NULL,NULL,"Margaery Tyrell",NULL,NULL,NULL,NULL,NULL,"0:36:18",NULL,"Craster's Keep",NULL,NULL,NULL,NULL,NULL,NULL,"North of the Wall",NULL,"0:36:57"
NULL,NULL,NULL,NULL,NULL,NULL,"Cersei Lannister",NULL,NULL,NULL,NULL,NULL,"0:36:57",NULL,"Craster's Keep",NULL,NULL,NULL,NULL,NULL,NULL,"North of the Wall",NULL,"0:37:57"
NULL,NULL,NULL,NULL,NULL,NULL,"Margaery Tyrell",NULL,NULL,NULL,NULL,NULL,"0:37:57",NULL,"Craster's Keep",NULL,NULL,NULL,NULL,NULL,NULL,"North of the Wall",NULL,"0:38:23"
NULL,NULL,NULL,NULL,NULL,NULL,"Cersei Lannister",NULL,NULL,NULL,NULL,NULL,"0:38:23",NULL,"Craster's Keep",NULL,NULL,NULL,NULL,NULL,NULL,"North of the Wall",NULL,"0:39:09"
NULL,NULL,NULL,NULL,NULL,NULL,"Mace Tyrell",NULL,NULL,NULL,NULL,NULL,"0:39:09",NULL,"Craster's Keep",NULL,NULL,NULL,NULL,NULL,NULL,"North of the Wall",NULL,"0:40:09"
NULL,NULL,NULL,NULL,NULL,NULL,"Margaery Tyrell",NULL,NULL,NULL,NULL,NULL,"0:40:09",NULL,"Craster's Keep",NULL,NULL,NULL,NULL,NULL,NULL,"North of the Wall",NULL,"0:42:46"
NULL,NULL,NULL,NULL,NULL,NULL,"Cersei Lannister",NULL,NULL,NULL,NULL,NULL,"0:42:46",NULL,"Craster's Keep",NULL,NULL,NULL,NULL,NULL,NULL,"North of the Wall",NULL,"0:42:50"
NULL,NULL,NULL,NULL,NULL,NULL,"Tommen Baratheon",NULL,NULL,NULL,NULL,NULL,"0:42:50",NULL,"Craster's Keep",NULL,NULL,NULL,NULL,NULL,NULL,"North of the Wall",NULL,"0:43:19"
NULL,NULL,NULL,NULL,NULL,NULL,"Tywin Lannister",NULL,NULL,NULL,NULL,NULL,"0:43:19",NULL,"Craster's Keep",NULL,NULL,NULL,NULL,NULL,NULL,"North of the Wall",NULL,"0:43:56"
NULL,NULL,NULL,NULL,NULL,NULL,"Jaime Lannister",NULL,NULL,NULL,NULL,NULL,"0:43:56",NULL,"Craster's Keep",NULL,NULL,NULL,NULL,NULL,NULL,"North of the Wall",NULL,"0:44:06"
NULL,NULL,NULL,NULL,NULL,NULL,"Margaery Tyrell",NULL,NULL,NULL,NULL,NULL,"0:44:06",NULL,"Craster's Keep",NULL,NULL,NULL,NULL,NULL,NULL,"North of the Wall",NULL,"0:44:31"
NULL,NULL,NULL,NULL,NULL,NULL,"Cersei Lannister",NULL,NULL,NULL,NULL,NULL,"0:44:31",NULL,"Craster's Keep",NULL,NULL,NULL,NULL,NULL,NULL,"North of the Wall",NULL,"0:44:43"
NULL,NULL,NULL,NULL,NULL,NULL,"Margaery Tyrell",NULL,NULL,NULL,NULL,NULL,"0:44:43",NULL,"Craster's Keep",NULL,NULL,NULL,NULL,NULL,NULL,"North of the Wall",NULL,"0:45:22"
NULL,NULL,NULL,NULL,NULL,NULL,"Cersei Lannister",NULL,NULL,NULL,NULL,NULL,"0:45:22",NULL,"Craster's Keep",NULL,NULL,NULL,NULL,NULL,NULL,"North of the Wall",NULL,"0:45:33"
NULL,NULL,NULL,NULL,NULL,NULL,"Tommen Baratheon",NULL,NULL,NULL,NULL,NULL,"0:45:33",NULL,"Craster's Keep",NULL,NULL,NULL,NULL,NULL,NULL,"North of the Wall",NULL,"0:45:45"
NULL,NULL,NULL,NULL,NULL,NULL,"Daenerys Targaryen",NULL,NULL,NULL,NULL,NULL,"0:45:45",NULL,"Craster's Keep",NULL,NULL,NULL,NULL,NULL,NULL,"North of the Wall",NULL,"0:46:25"
NULL,NULL,NULL,NULL,NULL,NULL,"Barristan Selmy",NULL,NULL,NULL,NULL,NULL,"0:46:25",NULL,"Craster's Keep",NULL,NULL,NULL,NULL,NULL,NULL,"North of the Wall",NULL,"0:47:49"
NULL,NULL,NULL,NULL,NULL,NULL,"Missandei",NULL,NULL,NULL,NULL,NULL,"0:47:49",NULL,"Craster's Keep",NULL,NULL,NULL,NULL,NULL,NULL,"North of the Wall",NULL,"0:48:20"
NULL,NULL,NULL,NULL,NULL,NULL,"Jorah Mormont",NULL,NULL,NULL,NULL,NULL,"0:48:20",NULL,"Craster's Keep",NULL,NULL,NULL,NULL,NULL,NULL,"North of the Wall",NULL,"0:48:42"
NULL,NULL,NULL,NULL,NULL,NULL,"Grey Worm",NULL,NULL,NULL,NULL,NULL,"0:48:42",NULL,"Craster's Keep",NULL,NULL,NULL,NULL,NULL,NULL,"North of the Wall",NULL,"0:49:16"
NULL,NULL,NULL,NULL,NULL,NULL,"Daario Naharis",NULL,NULL,NULL,NULL,NULL,"0:49:16",NULL,"Craster's Keep",NULL,NULL,NULL,NULL,NULL,NULL,"North of the Wall",NULL,"0:49:54"
NULL,NULL,NULL,NULL,NULL,NULL,"Daenerys Targaryen",NULL,NULL,NULL,NULL,NULL,"0:49:54",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"North of the Wall",NULL,"0:51:13"
NULL,NULL,NULL,NULL,NULL,NULL,"Jorah Mormont",NULL,NULL,NULL,NULL,NULL,"0:51:13",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"North of the Wall",NULL,"0:51:51"
NULL,NULL,NULL,NULL,NULL,NULL,"Sansa Stark",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Petyr Baelish",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Sansa Stark",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Petyr Baelish",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Donnel Waynwood",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Robin Arryn",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Lysa Arryn",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Petyr Baelish",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Sansa Stark",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Lysa Arryn",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Petyr Baelish",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Sansa Stark",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Tywin Lannister",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Cersei Lannister",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
